model,brand,year,title_status,mileage,color,state,condition,price,clase
max,ford,2019,clean vehicle,29499.0,blue,minnesota,14 hours left,50000,1
door,ford,2014,clean vehicle,100255.0,white,kentucky,21 hours left,33800,1
f-150,ford,2019,clean vehicle,174.0,black,florida,Listing Expired,59975,1
door,ford,2013,salvage insurance,167552.0,gray,minnesota,16 hours left,2500,0
doors,ford,2016,clean vehicle,16956.0,magnetic metallic,new jersey,11 days left,46999,1
fusion,ford,2019,clean vehicle,36896.0,black,minnesota,14 hours left,16700,0
door,ford,2013,clean vehicle,77281.0,white,kentucky,21 hours left,34700,1
f-150,ford,2019,clean vehicle,24795.0,black,florida,1 days left,28900,1
doors,ford,2016,clean vehicle,16771.0,ruby red metallic tinted clearcoat,new jersey,11 days left,30800,1
f-150,ford,2019,clean vehicle,28692.0,silver,minnesota,14 hours left,27100,1
door,ford,2012,clean vehicle,113821.0,black,louisiana,1 days left,13388,0
f-150,ford,2019,clean vehicle,19793.0,blue,florida,2 days left,26000,1
doors,ford,2016,clean vehicle,27940.0,shadow black,massachusetts,11 days left,17900,1
flex,ford,2019,clean vehicle,24987.0,black,minnesota,14 hours left,23400,1
mustang,ford,2016,clean vehicle,18367.0,blue,illinois,21 hours left,29800,1
flex,ford,2019,clean vehicle,14109.0,gray,florida,1 days left,23700,1
door,ford,2012,salvage insurance,158781.0,black,illinois,16 hours left,1725,0
doors,ford,2016,clean vehicle,27369.0,black,new jersey,11 days left,33995,1
flex,ford,2019,clean vehicle,30208.0,white,minnesota,14 hours left,23500,1
explorer,ford,2019,clean vehicle,24024.0,black,florida,2 days left,32500,1
door,ford,2016,salvage insurance,64999.0,blue,mississippi,16 hours left,2500,0
f-150,ford,2019,clean vehicle,8404.0,black,minnesota,14 hours left,39000,1
focus,ford,2018,clean vehicle,8884.0,gray,massachusetts,6 days left,11000,0
explorer,ford,2019,clean vehicle,24126.0,black,florida,2 days left,32500,1
door,ford,2012,salvage insurance,129659.0,black,mississippi,16 hours left,800,0
f-150,ford,2019,clean vehicle,31713.0,black,minnesota,14 hours left,26900,1
edge,ford,2016,clean vehicle,109996.0,gray,new york,18 hours left,11200,0
doors,ford,2018,clean vehicle,6821.0,red,new york,11 days left,21000,1
f-150,ford,2019,clean vehicle,17867.0,red,minnesota,14 hours left,32000,1
door,ford,2016,clean vehicle,110253.0,black,connecticut,18 hours left,7300,0
escape,ford,2018,clean vehicle,39364.0,black,missouri,9 days left,12800,0
doors,ford,2018,clean vehicle,4018.0,blue,massachusetts,11 days left,24190,1
f-150,ford,2019,clean vehicle,21054.0,red,minnesota,14 hours left,29100,1
door,ford,2017,clean vehicle,48309.0,red,massachusetts,6 days left,29000,1
door,ford,2016,clean vehicle,68666.0,black,new york,18 hours left,17300,0
doors,ford,2018,clean vehicle,34071.0,ingot silver metallic,new jersey,11 days left,19888,1
f-150,ford,2019,clean vehicle,13600.0,white,minnesota,14 hours left,31000,1
door,ford,2017,clean vehicle,44956.0,black,massachusetts,2 days left,37200,1
door,ford,2016,clean vehicle,72607.0,silver,new jersey,18 hours left,8600,0
doors,ford,2018,clean vehicle,33815.0,shadow black,massachusetts,11 days left,24857,1
flex,ford,2019,clean vehicle,31491.0,gray,minnesota,14 hours left,23500,1
f-150,ford,2018,clean vehicle,32149.0,white,mississippi,21 hours left,26100,1
hybrid,ford,2016,clean vehicle,26654.0,blue,new york,18 hours left,10800,0
doors,ford,2018,clean vehicle,36637.0,white,new york,11 days left,20995,1
f-150,ford,2019,clean vehicle,17000.0,white,minnesota,14 hours left,29300,1
f-150,ford,2018,clean vehicle,15960.0,gray,mississippi,21 hours left,33100,1
door,ford,2016,clean vehicle,40774.0,gray,new jersey,18 hours left,13800,0
doors,ford,2018,clean vehicle,40338.0,black,new york,11 days left,19498,1
fusion,ford,2019,clean vehicle,40505.0,gray,minnesota,14 hours left,14900,0
door,ford,2016,clean vehicle,30735.0,black,massachusetts,6 days left,8700,0
mustang,ford,2019,clean vehicle,33965.0,gray,florida,2 days left,20600,1
door,ford,2018,salvage insurance,7339.0,white,oklahoma,12 days left,5000,0
doors,ford,2018,clean vehicle,42470.0,white,new york,11 days left,19995,1
fusion,ford,2019,clean vehicle,40670.0,silver,minnesota,14 hours left,14900,0
door,ford,2016,clean vehicle,41233.0,black,massachusetts,6 days left,19500,1
wagon,ford,2019,clean vehicle,13162.0,white,florida,5 hours left,24500,1
fusion,ford,2018,clean vehicle,38744.0,white,california,8 days left,15000,0
doors,ford,2018,clean vehicle,14023.0,black,new york,11 days left,26985,1
f-150,ford,2019,clean vehicle,9741.0,white,minnesota,14 hours left,31000,1
explorer,ford,2017,clean vehicle,31017.0,silver,mississippi,21 hours left,24300,1
fusion,ford,2019,clean vehicle,37786.0,gray,florida,1 days left,16800,0
mustang,ford,2018,clean vehicle,32415.0,white,california,8 days left,17200,1
doors,ford,2018,clean vehicle,10421.0,ruby red,new york,11 days left,34995,1
wagon,ford,2019,clean vehicle,29305.0,white,minnesota,14 hours left,24300,1
explorer,ford,2017,clean vehicle,51309.0,white,mississippi,21 hours left,26400,1
fusion,ford,2019,clean vehicle,38001.0,black,florida,1 days left,16800,0
escape,ford,2018,clean vehicle,18849.0,black,california,2 days left,15500,0
doors,ford,2018,clean vehicle,43269.0,silver,new york,11 days left,19440,1
fusion,ford,2019,clean vehicle,36989.0,silver,minnesota,14 hours left,16700,0
door,ford,2017,clean vehicle,29320.0,blue,alabama,21 hours left,29000,1
hybrid,ford,2019,clean vehicle,34244.0,white,florida,1 days left,16100,0
mustang,ford,2018,clean vehicle,32938.0,white,california,8 days left,17200,1
doors,ford,2018,clean vehicle,40793.0,black,new hampshire,11 days left,20950,1
door,ford,2017,clean vehicle,94741.0,no_color,alabama,21 hours left,46200,1
mustang,ford,2019,clean vehicle,25011.0,white,florida,2 days left,29400,1
door,ford,2014,salvage insurance,363810.0,white,montana,17 hours left,2825,0
doors,ford,2018,clean vehicle,6881.0,shadow black,new jersey,11 days left,32999,1
door,ford,2014,clean vehicle,80423.0,orange,new jersey,2 hours left,6600,0
door,ford,2017,clean vehicle,92405.0,white,alabama,21 hours left,50200,1
ranger,ford,2019,clean vehicle,15436.0,white,florida,2 days left,28300,1
door,ford,2017,salvage insurance,104665.0,white,california,18 hours left,12000,0
doors,ford,2018,clean vehicle,16194.0,royal crimson metallic tinted clearcoat,new jersey,11 days left,32999,1
door,ford,2014,clean vehicle,48188.0,black,new jersey,2 hours left,12600,0
focus,ford,2017,clean vehicle,65164.0,red,alabama,21 hours left,5200,0
mustang,ford,2019,clean vehicle,35930.0,black,florida,2 days left,20500,1
door,ford,2012,salvage insurance,167376.0,red,virginia,3 days left,1200,0
doors,ford,2018,clean vehicle,13674.0,kona blue metallic,new jersey,11 days left,35999,1
srw,ford,2019,clean vehicle,9235.0,silver,minnesota,14 hours left,41000,1
door,ford,2017,clean vehicle,103002.0,red,mississippi,21 hours left,33100,1
ranger,ford,2019,clean vehicle,12836.0,blue,florida,2 days left,23500,1
doors,ford,2015,clean vehicle,137728.0,red,connecticut,9 days left,18799,1
doors,ford,2018,clean vehicle,6921.0,magnetic metallic,new jersey,11 days left,33999,1
srw,ford,2019,clean vehicle,14359.0,white,minnesota,14 hours left,35000,1
wagon,ford,2017,clean vehicle,58118.0,white,mississippi,21 hours left,26100,1
fusion,ford,2019,clean vehicle,31124.0,white,florida,1 days left,15400,0
doors,ford,2015,clean vehicle,25734.0,color:,new york,9 days left,25998,1
doors,ford,2018,clean vehicle,14059.0,black,new jersey,11 days left,31831,1
srw,ford,2019,clean vehicle,13472.0,black,minnesota,14 hours left,40400,1
door,ford,2013,clean vehicle,123983.0,silver,connecticut,18 hours left,15400,0
hybrid,ford,2019,clean vehicle,35023.0,gray,florida,1 days left,13500,0
doors,ford,2015,clean vehicle,39509.0,white,new hampshire,9 days left,25995,1
doors,ford,2018,clean vehicle,4512.0,ingot silver metallic,new york,11 days left,27990,1
doors,ford,2015,clean vehicle,51884.0,white,new jersey,9 days left,23985,1
doors,ford,2018,clean vehicle,4181.0,gray,pennsylvania,11 days left,27995,1
doors,ford,2015,clean vehicle,56703.0,oxford white,new york,9 days left,13995,0
doors,ford,2018,clean vehicle,4712.0,ingot silver metallic,pennsylvania,11 days left,29988,1
doors,ford,2015,clean vehicle,102800.0,blue,new jersey,9 days left,12995,0
doors,ford,2018,clean vehicle,7109.0,lightning blue,pennsylvania,11 days left,21687,1
door,ford,2016,clean vehicle,100943.0,white,alabama,21 hours left,25200,1
doors,ford,2015,clean vehicle,3915.0,green,new york,9 days left,29590,1
doors,ford,2018,clean vehicle,15550.0,ingot silver,pennsylvania,11 days left,28999,1
doors,ford,2015,clean vehicle,62542.0,magnetic metallic,new jersey,9 days left,13942,0
taurus,ford,2018,clean vehicle,38370.0,silver,utah,Listing Expired,15300,0
ranger,ford,2020,clean vehicle,671.0,blue,ohio,21 hours left,35400,1
door,ford,2016,clean vehicle,61477.0,silver,alabama,21 hours left,32700,1
doors,ford,2015,clean vehicle,73891.0,silver,new york,9 days left,13995,0
door,ford,2014,salvage insurance,168805.0,black,michigan,2 days left,1850,0
door,ford,2012,clean vehicle,82564.0,gold,florida,2 days left,15800,0
door,ford,2016,clean vehicle,85649.0,black,mississippi,21 hours left,36000,1
doors,ford,2015,clean vehicle,48374.0,white,new york,9 days left,15495,0
door,ford,2012,clean vehicle,11990.0,red,florida,2 days left,21500,1
door,ford,2016,clean vehicle,64111.0,black,alabama,21 hours left,7200,0
doors,ford,2015,clean vehicle,28771.0,red,new jersey,9 days left,17589,1
door,ford,2015,clean vehicle,126708.0,white,alabama,21 hours left,31700,1
doors,ford,2015,clean vehicle,27165.0,orange,new york,9 days left,31790,1
van,ford,2015,clean vehicle,106546.0,white,mississippi,21 hours left,18100,1
doors,ford,2015,clean vehicle,54778.0,white,new jersey,9 days left,14495,0
fusion,ford,2020,clean vehicle,11729.0,white,illinois,19 hours left,15000,0
door,ford,2015,clean vehicle,85197.0,black,mississippi,21 hours left,26400,1
doors,ford,2015,clean vehicle,19130.0,red,massachusetts,9 days left,27990,1
expedition,ford,2015,clean vehicle,72369.0,white,mississippi,21 hours left,19700,1
doors,ford,2015,clean vehicle,59646.0,silver,massachusetts,9 days left,15300,0
door,ford,2014,clean vehicle,68418.0,black,mississippi,21 hours left,22000,1
doors,ford,2015,clean vehicle,8400.0,black,new jersey,9 days left,23999,1
doors,ford,2015,clean vehicle,45084.0,gray,new york,9 days left,16488,1
doors,ford,2015,clean vehicle,67037.0,gray,new jersey,9 days left,12784,0
doors,ford,2015,clean vehicle,64135.0,black,new jersey,9 days left,23400,1
door,ford,2017,clean vehicle,72377.0,black,arkansas,21 hours left,9705,0
doors,ford,2015,clean vehicle,39367.0,oxford white,new jersey,9 days left,25999,1
doors,ford,2015,clean vehicle,46540.0,black,pennsylvania,9 days left,34977,1
doors,ford,2015,clean vehicle,40677.0,ingot silver metallic,new jersey,9 days left,19000,1
doors,ford,2015,clean vehicle,69438.0,black,new york,9 days left,15995,0
doors,ford,2015,clean vehicle,96246.0,gray,new york,9 days left,13487,0
doors,ford,2015,clean vehicle,69719.0,white,connecticut,9 days left,18707,1
doors,ford,2015,clean vehicle,75933.0,white platinum tri-coat metallic,new york,9 days left,15290,0
doors,ford,2015,clean vehicle,54325.0,black,new york,9 days left,15600,0
expedition,ford,2019,clean vehicle,24902.0,black,illinois,2 days left,47000,1
doors,ford,2015,clean vehicle,31793.0,blue,connecticut,9 days left,16080,0
max,ford,2019,clean vehicle,16505.0,white,illinois,2 days left,50000,1
doors,ford,2015,clean vehicle,74361.0,black,new york,9 days left,15268,0
max,ford,2019,clean vehicle,27868.0,black,illinois,2 days left,47500,1
doors,ford,2015,clean vehicle,34011.0,black,massachusetts,9 days left,18497,1
escape,ford,2019,clean vehicle,19993.0,silver,illinois,19 hours left,10000,0
suv,ford,2015,clean vehicle,48115.0,red,pennsylvania,9 days left,19995,1
max,ford,2019,clean vehicle,22543.0,white,illinois,2 days left,49000,1
doors,ford,2015,clean vehicle,67091.0,black,new jersey,9 days left,17150,1
expedition,ford,2019,clean vehicle,28790.0,black,illinois,2 days left,45000,1
doors,ford,2015,clean vehicle,59391.0,guard,new jersey,9 days left,14295,0
max,ford,2019,clean vehicle,18449.0,black,illinois,2 days left,49000,1
doors,ford,2015,clean vehicle,71824.0,magnetic metallic,new york,9 days left,16190,1
expedition,ford,2019,clean vehicle,19304.0,black,illinois,2 days left,49000,1
doors,ford,2015,clean vehicle,39159.0,magnetic metallic,new york,9 days left,17899,1
flex,ford,2019,clean vehicle,18708.0,black,illinois,2 days left,26000,1
doors,ford,2015,clean vehicle,79430.0,magnetic metallic,new jersey,9 days left,14000,0
flex,ford,2019,clean vehicle,12393.0,gray,illinois,19 hours left,15500,0
doors,ford,2015,clean vehicle,56329.0,black,new york,9 days left,16888,1
f-150,ford,2019,clean vehicle,12155.0,silver,illinois,2 days left,28000,1
door,ford,2014,clean vehicle,63291.0,blue,arkansas,2 days left,8305,0
doors,ford,2015,clean vehicle,36041.0,white platinum tri-coat metallic,new jersey,9 days left,21822,1
mustang,ford,2019,clean vehicle,25810.0,red,illinois,19 hours left,15500,0
door,ford,2015,clean vehicle,130388.0,blue,arkansas,20 hours left,12500,0
doors,ford,2015,clean vehicle,23878.0,blue,new york,9 days left,15995,1
transit,ford,2019,clean vehicle,15460.0,white,illinois,19 hours left,16000,1
max,ford,2018,clean vehicle,46710.0,white,north carolina,Listing Expired,38200,1
doors,ford,2015,clean vehicle,65342.0,black,new york,9 days left,12995,0
doors,ford,2015,clean vehicle,64061.0,tuxedo black metallic,massachusetts,9 days left,14488,0
door,ford,2016,clean vehicle,93164.0,white,florida,14 hours left,17500,1
doors,ford,2015,clean vehicle,35629.0,blue,massachusetts,9 days left,21995,1
connect,ford,2015,clean vehicle,118483.0,white,florida,14 hours left,8500,0
doors,ford,2015,clean vehicle,71573.0,tuxedo black metallic,massachusetts,9 days left,16593,1
door,ford,2017,clean vehicle,33660.0,black,illinois,2 days left,13000,0
doors,ford,2015,clean vehicle,61168.0,blue,pennsylvania,9 days left,14247,0
door,ford,2017,clean vehicle,42241.0,gray,illinois,2 days left,23500,1
doors,ford,2015,clean vehicle,21004.0,oxford white,pennsylvania,9 days left,16999,1
door,ford,2017,clean vehicle,45003.0,red,illinois,2 days left,25000,1
doors,ford,2015,clean vehicle,45278.0,oxford white,new jersey,9 days left,20159,1
door,ford,2017,clean vehicle,1.0,black,illinois,2 days left,31000,1
edge,ford,2018,clean vehicle,24747.0,gray,colorado,8 days left,22500,1
door,ford,2017,clean vehicle,48707.0,black,illinois,2 days left,29500,1
max,ford,2020,clean vehicle,2162.0,no_color,ohio,21 hours left,59900,1
f-150,ford,2017,clean vehicle,50874.0,black,illinois,2 days left,24000,1
f-150,ford,2017,clean vehicle,70727.0,black,illinois,2 days left,20500,1
explorer,ford,2019,clean vehicle,29382.0,gray,north carolina,2 days left,27200,1
f-150,ford,2018,clean vehicle,33194.0,white,virginia,2 days left,24900,1
door,ford,2017,clean vehicle,52084.0,white,illinois,2 days left,24500,1
expedition,ford,2018,clean vehicle,51122.0,black,virginia,2 days left,34000,1
door,ford,2017,clean vehicle,40286.0,white,illinois,2 days left,28000,1
f-150,ford,2017,clean vehicle,55420.0,black,illinois,2 days left,27000,1
wagon,ford,2018,clean vehicle,10282.0,black,virginia,5 days left,34000,1
door,ford,2017,clean vehicle,85278.0,white,illinois,2 days left,42500,1
explorer,ford,2018,clean vehicle,7258.0,black,pennsylvania,2 days left,33000,1
escape,ford,2018,clean vehicle,93350.0,black,pennsylvania,2 days left,10200,0
explorer,ford,2019,clean vehicle,37166.0,gray,north carolina,2 days left,25600,1
f-150,ford,2018,clean vehicle,69480.0,white,texas,1 days left,16300,1
door,ford,2016,clean vehicle,34679.0,white,illinois,2 days left,26500,1
f-150,ford,2018,clean vehicle,24151.0,red,pennsylvania,3 days left,36500,1
explorer,ford,2019,clean vehicle,32796.0,white,north carolina,2 days left,25900,1
door,ford,2016,clean vehicle,67979.0,black,illinois,2 days left,22500,1
f-150,ford,2018,clean vehicle,18690.0,white,pennsylvania,3 days left,29000,1
door,ford,2012,salvage insurance,78072.0,white,pennsylvania,7 days left,825,0
door,ford,2016,clean vehicle,54251.0,red,illinois,2 days left,10500,0
f-150,ford,2018,clean vehicle,32262.0,white,pennsylvania,3 days left,32000,1
f-650,ford,2015,clean vehicle,92358.0,white,texas,2 days left,27700,1
door,ford,2015,clean vehicle,90740.0,red,illinois,2 days left,4000,0
f-150,ford,2018,clean vehicle,35225.0,black,pennsylvania,3 days left,38800,1
f-650,ford,2015,clean vehicle,129063.0,white,texas,2 days left,26200,1
wagon,ford,2018,clean vehicle,49985.0,white,wisconsin,23 hours left,19500,1
escape,ford,2015,clean vehicle,52340.0,black,illinois,2 days left,11700,0
f-150,ford,2018,clean vehicle,21406.0,black,pennsylvania,3 days left,34000,1
srw,ford,2019,clean vehicle,16619.0,white,florida,1 days left,38600,1
door,ford,2015,clean vehicle,41293.0,black,illinois,2 days left,21500,1
f-150,ford,2018,clean vehicle,37053.0,black,pennsylvania,3 days left,38500,1
f-150,ford,2018,clean vehicle,34532.0,black,pennsylvania,3 days left,38500,1
taurus,ford,2017,clean vehicle,13328.0,blue,missouri,8 days left,12000,0
f-150,ford,2018,clean vehicle,56836.0,off-white,pennsylvania,3 days left,30500,1
door,ford,2016,clean vehicle,48080.0,orange,missouri,47 minutes,11300,0
f-150,ford,2018,clean vehicle,12271.0,gray,pennsylvania,3 days left,29500,1
expedition,ford,2014,clean vehicle,97318.0,white,missouri,47 minutes,16100,1
f-150,ford,2018,clean vehicle,12717.0,red,pennsylvania,3 days left,32500,1
mustang,ford,2019,clean vehicle,12764.0,black,texas,10 days left,29000,1
f-150,ford,2018,clean vehicle,19951.0,red,pennsylvania,3 days left,30000,1
explorer,ford,2019,clean vehicle,32458.0,white,north carolina,2 days left,26000,1
f-150,ford,2018,clean vehicle,21616.0,gray,pennsylvania,3 days left,26000,1
escape,ford,2019,clean vehicle,17755.0,blue,north carolina,6 days left,18500,1
door,ford,2017,clean vehicle,73846.0,gray,texas,9 days left,12000,0
f-150,ford,2018,clean vehicle,15771.0,blue,pennsylvania,3 days left,30000,1
escape,ford,2019,clean vehicle,29168.0,silver,north carolina,2 days left,14700,1
door,ford,2017,clean vehicle,159182.0,red,texas,10 days left,25000,1
f-150,ford,2018,clean vehicle,15296.0,white,pennsylvania,5 hours left,26550,1
explorer,ford,2019,clean vehicle,30476.0,white,north carolina,2 days left,27000,1
door,ford,2016,clean vehicle,131754.0,white,texas,10 days left,34000,1
f-150,ford,2018,clean vehicle,26095.0,gray,pennsylvania,3 days left,27500,1
f-150,ford,2018,clean vehicle,22107.0,gray,pennsylvania,3 days left,25500,1
ecosport,ford,2019,clean vehicle,31207.0,brown,north carolina,6 days left,13500,0
door,ford,2015,clean vehicle,112810.0,gray,texas,10 days left,4000,0
f-150,ford,2018,clean vehicle,19058.0,white,pennsylvania,3 days left,25700,1
door,ford,2015,clean vehicle,109137.0,white,texas,10 days left,29000,1
f-150,ford,2018,clean vehicle,24058.0,black,pennsylvania,3 days left,30500,1
f-150,ford,2018,clean vehicle,6967.0,black,pennsylvania,3 days left,30000,1
door,ford,2014,clean vehicle,118340.0,gray,texas,10 days left,9000,0
f-150,ford,2018,clean vehicle,36145.0,white,pennsylvania,12 hours left,19000,1
explorer,ford,2019,clean vehicle,33942.0,silver,north carolina,2 days left,25800,1
f-150,ford,2018,clean vehicle,38868.0,gray,pennsylvania,3 days left,26500,1
explorer,ford,2019,clean vehicle,36190.0,red,north carolina,2 days left,29300,1
fiesta,ford,2018,clean vehicle,37177.0,black,pennsylvania,2 days left,6300,0
explorer,ford,2019,clean vehicle,39267.0,white,north carolina,2 days left,25400,1
f-150,ford,2018,clean vehicle,33350.0,gray,pennsylvania,3 days left,26000,1
focus,ford,2017,clean vehicle,57889.0,black,north carolina,2 days left,7000,0
f-150,ford,2018,clean vehicle,34081.0,red,pennsylvania,36 minutes,25900,1
fiesta,ford,2019,clean vehicle,26821.0,gray,north carolina,2 days left,9700,0
f-150,ford,2018,clean vehicle,40577.0,black,pennsylvania,3 days left,27000,1
fiesta,ford,2019,clean vehicle,52355.0,black,north carolina,2 days left,9100,0
f-150,ford,2018,clean vehicle,30620.0,red,pennsylvania,3 days left,28000,1
flex,ford,2019,clean vehicle,22019.0,black,north carolina,6 days left,25700,1
f-150,ford,2018,clean vehicle,36742.0,black,pennsylvania,3 days left,27500,1
fiesta,ford,2019,clean vehicle,32473.0,white,north carolina,2 days left,9400,0
f-150,ford,2018,clean vehicle,43406.0,blue,pennsylvania,3 days left,25500,1
flex,ford,2019,clean vehicle,34696.0,white,north carolina,6 days left,20500,1
f-150,ford,2018,clean vehicle,43519.0,gray,pennsylvania,3 days left,21500,1
hybrid,ford,2019,clean vehicle,37716.0,gray,north carolina,6 days left,12800,0
f-150,ford,2018,clean vehicle,41627.0,white,pennsylvania,3 days left,23900,1
fiesta,ford,2019,clean vehicle,29986.0,gray,north carolina,2 days left,9400,0
f-150,ford,2018,clean vehicle,41496.0,silver,pennsylvania,3 days left,26900,1
flex,ford,2019,clean vehicle,20613.0,gray,north carolina,6 days left,25500,1
f-150,ford,2018,clean vehicle,33475.0,blue,pennsylvania,3 days left,27000,1
fiesta,ford,2019,clean vehicle,32305.0,silver,north carolina,2 days left,9300,0
fusion,ford,2018,clean vehicle,38148.0,black,pennsylvania,2 days left,14400,1
flex,ford,2019,clean vehicle,39976.0,red,north carolina,2 days left,19000,1
fusion,ford,2018,clean vehicle,50513.0,white,pennsylvania,2 days left,14000,1
fusion,ford,2019,clean vehicle,31408.0,gray,north carolina,2 days left,13600,1
transit,ford,2018,clean vehicle,41351.0,white,pennsylvania,2 days left,19200,1
fusion,ford,2019,clean vehicle,32038.0,red,north carolina,2 days left,13600,1
transit,ford,2018,clean vehicle,38279.0,white,pennsylvania,2 days left,18600,1
fusion,ford,2019,clean vehicle,30471.0,red,north carolina,2 days left,13700,1
transit,ford,2018,clean vehicle,41569.0,white,pennsylvania,2 days left,18200,1
fusion,ford,2019,clean vehicle,31142.0,silver,north carolina,2 days left,13800,1
wagon,ford,2018,clean vehicle,31598.0,black,pennsylvania,2 days left,22000,1
fusion,ford,2019,clean vehicle,31380.0,silver,north carolina,2 days left,13700,1
wagon,ford,2018,clean vehicle,22179.0,black,pennsylvania,2 days left,28000,1
fusion,ford,2019,clean vehicle,29266.0,white,north carolina,2 days left,13800,1
transit,ford,2018,clean vehicle,42156.0,white,pennsylvania,2 days left,18600,1
fusion,ford,2019,clean vehicle,30875.0,red,north carolina,2 days left,13700,1
fusion,ford,2019,clean vehicle,30609.0,silver,north carolina,2 days left,13700,1
fusion,ford,2019,clean vehicle,29508.0,silver,north carolina,2 days left,13800,1
hybrid,ford,2019,clean vehicle,12837.0,gray,north carolina,6 days left,17700,1
fusion,ford,2019,clean vehicle,29633.0,white,north carolina,2 days left,13900,1
fusion,ford,2019,clean vehicle,27461.0,no_color,north carolina,2 days left,13900,1
f-650,ford,2018,clean vehicle,74961.0,white,pennsylvania,2 days left,50500,1
fusion,ford,2019,clean vehicle,32154.0,gray,north carolina,2 days left,13600,1
srw,ford,2018,clean vehicle,37245.0,black,pennsylvania,3 days left,55000,1
fusion,ford,2019,clean vehicle,29345.0,white,north carolina,2 days left,13800,1
srw,ford,2018,clean vehicle,25371.0,black,pennsylvania,3 days left,56000,1
fusion,ford,2019,clean vehicle,30054.0,silver,north carolina,2 days left,13800,1
srw,ford,2018,clean vehicle,11173.0,white,pennsylvania,2 days left,45800,1
fusion,ford,2019,clean vehicle,30902.0,no_color,north carolina,2 days left,13800,1
sentra,nissan,2018,clean vehicle,31231.0,silver,north carolina,5 days left,5500,0
altima,nissan,2020,clean vehicle,10728.0,gray,arizona,2 days left,14400,1
sport,nissan,2018,clean vehicle,35374.0,white,florida,7 days left,11450,0
sport,nissan,2018,clean vehicle,36715.0,black,florida,7 days left,11000,0
sport,nissan,2018,clean vehicle,33437.0,red,florida,7 days left,11450,0
sport,nissan,2018,clean vehicle,36788.0,black,florida,7 days left,11000,0
sport,nissan,2018,clean vehicle,35491.0,black,florida,7 days left,11200,0
sport,nissan,2018,clean vehicle,33644.0,black,florida,7 days left,11400,0
sport,nissan,2018,clean vehicle,35831.0,gray,florida,7 days left,11450,0
sport,nissan,2018,clean vehicle,35050.0,gray,florida,7 days left,11050,0
sport,nissan,2018,clean vehicle,34924.0,gray,florida,7 days left,11400,0
sport,nissan,2018,clean vehicle,34962.0,silver,florida,7 days left,11050,0
sport,nissan,2018,clean vehicle,39985.0,gray,florida,7 days left,10850,0
sport,nissan,2018,clean vehicle,38816.0,red,florida,7 days left,10900,0
sport,nissan,2018,clean vehicle,41579.0,red,florida,7 days left,10450,0
sport,nissan,2018,clean vehicle,40455.0,gray,florida,7 days left,10800,0
sport,nissan,2018,clean vehicle,39996.0,white,florida,7 days left,10850,0
sport,nissan,2018,clean vehicle,41077.0,black,florida,7 days left,10800,0
sport,nissan,2018,clean vehicle,39183.0,gray,florida,7 days left,10850,0
sport,nissan,2018,clean vehicle,40478.0,black,florida,7 days left,10800,0
sport,nissan,2018,clean vehicle,38806.0,white,florida,7 days left,10900,0
sport,nissan,2018,clean vehicle,45331.0,blue,florida,7 days left,10400,0
sport,nissan,2018,clean vehicle,43531.0,blue,florida,7 days left,10500,0
sport,nissan,2018,clean vehicle,41033.0,silver,florida,7 days left,10800,0
sport,nissan,2018,clean vehicle,40332.0,gray,florida,7 days left,10800,0
frontier,nissan,2019,clean vehicle,22319.0,silver,arizona,2 days left,11200,0
rogue,nissan,2019,clean vehicle,22305.0,blue,arizona,2 days left,11100,0
maxima,nissan,2019,clean vehicle,36996.0,black,arizona,2 days left,12200,0
sentra,nissan,2019,clean vehicle,1.0,black,arizona,2 days left,4000,0
versa,nissan,2019,clean vehicle,27611.0,gray,arizona,2 days left,9000,0
rogue,nissan,2019,clean vehicle,26516.0,silver,arizona,2 days left,14900,1
rogue,nissan,2019,clean vehicle,31397.0,blue,arizona,2 days left,4600,0
versa,nissan,2019,clean vehicle,18300.0,red,arizona,2 days left,6400,0
note,nissan,2019,clean vehicle,26743.0,white,arizona,2 days left,10400,0
versa,nissan,2019,clean vehicle,15832.0,black,arizona,2 days left,7800,0
sport,nissan,2019,clean vehicle,31939.0,white,arizona,2 days left,12300,0
sentra,nissan,2019,clean vehicle,31037.0,gray,arizona,2 days left,10900,0
versa,nissan,2019,clean vehicle,22521.0,white,arizona,2 days left,8500,0
versa,nissan,2019,clean vehicle,31335.0,white,arizona,2 days left,7300,0
versa,nissan,2019,clean vehicle,28315.0,red,arizona,2 days left,5900,0
armada,nissan,2017,clean vehicle,83437.0,white,texas,6 days left,20000,1
altima,nissan,2018,clean vehicle,42250.0,blue,wisconsin,22 hours left,11200,0
rogue,nissan,2018,clean vehicle,45732.0,black,wisconsin,23 hours left,14400,1
pathfinder,nissan,2018,clean vehicle,49185.0,white,wisconsin,22 hours left,16500,1
rogue,nissan,2017,clean vehicle,45826.0,silver,wisconsin,20 hours left,13400,1
door,nissan,2017,clean vehicle,36844.0,white,wisconsin,22 hours left,12500,0
door,nissan,2013,clean vehicle,104343.0,gray,illinois,18 hours left,6500,0
pathfinder,nissan,2018,clean vehicle,34138.0,white,florida,23 hours left,19800,1
versa,nissan,2018,clean vehicle,34761.0,white,florida,23 hours left,8800,0
rogue,nissan,2018,clean vehicle,32656.0,blue,florida,23 hours left,12800,0
versa,nissan,2018,clean vehicle,34837.0,red,florida,23 hours left,8800,0
altima,nissan,2019,clean vehicle,30099.0,white,missouri,8 days left,3500,0
